address,area,price
东方时代广场-厦禾路,思明,7500
假日香港广场-思明北路,思明,4500
源昌国际城-厦禾路,思明,8500
南猪行巷-鹭江道,思明,2200
源通中心-厦禾路,思明,3100
假日香港广场-思明北路,思明,7100
岭兜小区-前埔北区,思明,2800
岭兜小区-前埔北区,思明,3500
江头长青K小区-松柏,思明,3200
世嘉花园-松柏,思明,5500
怡富花园-莲前西路,思明,900
源昌君悦山-莲前西路,思明,5500
山木清华-莲前,思明,5500
台亚大厦-莲花一村,思明,5000
怡祥大厦-松柏,思明,6200
莲富大厦-莲前西路,思明,3500
金龙花园-莲花一村,思明,3800
电业花园-富山,思明,3300
岭兜一里-观音山,思明,3600
金鸡亭-金鸡亭,思明,3500
金沙花园-莲前,思明,4200
山木清华-莲前,思明,5200
山木清华-莲前,思明,5800
金鸡亭花园-金鸡亭,思明,3100
金龙苑-富山,思明,1850
金龙苑-富山,思明,1450
山木清华-莲前,思明,5700
海晟棕蓝海-槟榔西里,思明,3200
海晟棕蓝海-槟榔西里,思明,8600
槟榔西里单号区-Null,思明,3000
槟榔西里双号区-Null,思明,3500
福津大街-福津大街,思明,4600
南湖花园-槟榔东里,思明,4300
槟榔西里单号区-槟榔西里,思明,3500
槟榔西里-槟榔西里,思明,4500
南湖花园-槟榔西里,思明,6200
槟榔西里-槟榔西里,思明,3500
槟榔西里-槟榔西里,思明,3300
槟榔花园-槟榔西里,思明,2900
南湖中祥大厦-槟榔西里,思明,3000
海晟棕蓝海-槟榔西里,思明,3500
南湖豪苑-槟榔西里,思明,7800
槟榔西里-槟榔西里,思明,3500
南湖中祥大厦-槟榔西里,思明,3200
宝龙中心一期-松柏,思明,3900
莲坂小区-槟榔东里,思明,2700
卧龙晓城三期-莲前,思明,5800
浦南花园-莲前,思明,2480
山木清华-莲前,思明,4800
厦汽宿舍-富山,思明,3600
山水庭院-东浦路,思明,1500
假日花园-火车站,思明,2700
西林路-莲前西路,思明,3900
假日花园-厦禾路,思明,2700
宝龙中心一期-松柏,思明,4500
华天花园-嘉禾路,思明,6600
湖滨南路社区-湖滨南路,思明,1450
莲前西路227号小区-莲前西路,思明,3500
金鸡亭花园-金鸡亭,思明,3500
墩仔家园-莲前,思明,3200
云亭花园-金鸡亭,思明,2700
湖滨南路社区-湖滨南路,思明,1450
湖滨南路社区-湖滨南路,思明,1450
墩仔家园-莲前,思明,3500
永升花园-松柏,思明,3500
英皇湖畔花苑-松柏,思明,8233
新景世纪城A区-富山,思明,510
怡祥花园-松柏,思明,4200
宝华花园思明-湖滨北路,思明,6000
墩仔家园-金鸡亭,思明,1350
墩仔家园-金鸡亭,思明,1350
新景华府-吕厝西,思明,1000
都市港湾-湖滨北路,思明,1000
永升华庭-松柏,思明,9900
永升花园-松柏,思明,6500
森景华庭-文灶,思明,900
信和上筑-嘉禾路,思明,5000
富宇大厦-火车站,思明,5800
森景华庭-火车站,思明,900
莲坂小区-槟榔东里,思明,3300
信和上筑-嘉禾路,思明,5500
住总佳苑-育秀路,思明,4000
阜康大厦-莲花一村,思明,4700
宝达大厦-嘉禾路,思明,6500
华天花园-嘉禾路,思明,5200
金辉园-双涵路,思明,2700
宝龙中心一期-松柏,思明,4500
华天花园二期-嘉禾路,思明,4600
大学路沙坡尾-大学路,思明,750
华林绿洲-莲前东路,思明,1200
云顶花园-莲前,思明,3900
云顶花园-莲前,思明,3800
人才中心对面海洋学院边上边防宿舍东岳路47号606新装修-湖滨东路,思明,2800
莲富大厦-莲前西路,思明,3600
明发园-软件园,思明,5800
自然家园二期-火车站,思明,1200
华林绿景花园-瑞景,思明,1634
坑内路-坑内路,思明,3100
墩仔家园-金鸡亭,思明,3300
建达花园-文灶,思明,2900
钨业宿舍-文灶,思明,5000
云亭花园-莲前,思明,2700
建达花园-文屏路,思明,3600
华美宿舍-文灶,思明,2800
软件园二期-软件园,思明,750
东芳山庄小区-莲前西路,思明,750
钨业宿舍-文灶,思明,3000
文图花园-文灶,思明,4200
电业花园-富山,思明,5500
莲坂西小区-富山,思明,3800
莲坂西小区-富山,思明,3300
东方明珠广场二期-莲岳路,思明,6900
江头长青K小区-松柏,思明,2700
东方明珠广场二期-莲岳路,思明,6800
东芳山庄-莲前,思明,750
卧龙晓城东芳山庄-软件园,思明,750
锦绣广场-松柏,思明,6200
锦绣广场-松柏,思明,3500
长青路250-253号小区-长青路,思明,4500
信和上筑-嘉禾路,思明,5300
嘉华大厦-长青路,思明,2800
长青北里-松柏,思明,3200
建达花园-文屏路,思明,3500
莲坂西小区-富山,思明,3500
江头长青K小区-松柏,思明,3100
毅宏花园-松柏,思明,3500
信和上筑-嘉禾路,思明,5500
莲坂小区-长青路,思明,2800
宝龙中心二期-莲花一村,思明,5500
金峰山庄-文灶,思明,1900
建达花园-文灶,思明,4100
老市区禾祥西路、思北附近、角滨路邮电宿舍-湖滨南路,思明,3500
武汉大厦-莲花一村,思明,4800
怡祥花园-松柏,思明,3800
嘉滨里-松柏,思明,3300
莲岳里-松柏,思明,4200
莲岳里-松柏,思明,3400
阳光花园-松柏,思明,3500
金鸡亭东里-金鸡亭,思明,3300
云亭花园-莲前,思明,1400
卧龙晓城-莲前西路,思明,5500
金鸡亭西里-金鸡亭,思明,3200
卧龙晓城-莲前西路,思明,3800
云顶花园-莲前,思明,3600
金鸡亭西里-金鸡亭,思明,3200
金鸡亭花园-金鸡亭,思明,4200
卧龙晓城车站附近-金鸡亭,思明,4200
金鸡亭东里-金鸡亭,思明,3800
卧龙晓城-莲前西路,思明,1400
墩仔家园-金鸡亭,思明,1300
怡富雅苑-莲前西路,思明,1600
卧龙晓城-莲前西路,思明,2700
墩仔家园-金鸡亭,思明,2500
金林花园-金鸡亭,思明,4500
金鸡亭航空港宿舍-金鸡亭,思明,3500
墩仔家园-金鸡亭,思明,2400
明发商城-莲前西路,思明,1600
金鸡亭门口-金鸡亭,思明,4000
金鸡亭花园小区-金鸡亭,思明,3200
山木清华-莲前西路,思明,4000
金鸡亭花园小区-金鸡亭,思明,3000
明发商城-金鸡亭,思明,3500
金鸡亭花园-金鸡亭,思明,4200
禹洲花园-莲花五村,思明,3200
龙山安置房-莲前西路,思明,4500
龙山安置房-莲前西路,思明,4000
金林花园-金鸡亭,思明,5500
江头长青K小区-松柏,思明,3000
江头长青K小区-松柏,思明,3000
嘉华里-松柏,思明,3200
莲坂西小区-富山,思明,3100
怡祥花园-松柏,思明,3200
嘉华大厦-长青路,思明,3500
怡富花园-莲前西路,思明,1500
墩仔家园-金鸡亭,思明,1300
九龙城-厦禾路,思明,5300
明发商城-莲前西路,思明,3700
云亭花园-莲前,思明,4900
云亭花园-莲前,思明,4600
墩仔家园-金鸡亭,思明,2300
墩仔家园-金鸡亭,思明,1300
金鸡亭门口-金鸡亭,思明,4300
金沙花园-莲前西路,思明,4400
云亭花园-莲前西路,思明,4500
卧龙晓城-莲前西路,思明,4000
云亭花园-莲前,思明,4300
云顶花园-莲前,思明,3500
禹洲花园-莲前西路,思明,2200
金鸡亭东里-金鸡亭,思明,3600
云顶花园-莲前,思明,3500
怡富花园-莲前西路,思明,900
墩仔家园-金鸡亭,思明,1500
墩仔家园-金鸡亭,思明,1500
东芳花园-莲前西路,思明,2600
墩仔家园-金鸡亭,思明,2300
卧龙晓城二期-莲前西路,思明,4600
怡富花园-莲前西路,思明,1600
龙山山庄-莲前西路,思明,4000
金鸡亭西里-金鸡亭,思明,3000
墩仔家园-金鸡亭,思明,2400
墩仔家园-莲前西路,思明,2000
墩仔家园-金鸡亭,思明,1900
云顶花园-莲前西路,思明,3500
云亭花园-莲前西路,思明,2300
禹洲花园-莲花五村,思明,2400
林海阳光-东浦路,思明,2480
金鸡亭花园小区-金鸡亭,思明,3300
金鸡亭花园小区-金鸡亭,思明,4000
金鸡亭花园小区-金鸡亭,思明,3000
金鸡亭花园小区-金鸡亭,思明,3600
西林东路墩仔家园-金鸡亭,思明,3500
长青北里-松柏,思明,3400
莲坂小区-长青路,思明,2500
锦绣广场-湖滨北路,思明,3500
宝达大厦-嘉禾路,思明,3300
莲坂西小区-富山,思明,3600
嘉华大厦-长青路,思明,3200
瑞景嘉盛豪园旁明发楼（地铁二号线）-瑞景,思明,1900
槟东公寓-槟榔东里,思明,2400
新莲岳里-松柏,思明,3000
源盛花园-松柏,思明,3200
莲坂军休所-莲前西路,思明,3200
墩仔家园-莲前西路,思明,2000
卧龙晓城-莲前西路,思明,2700
金沙花园-莲前西路,思明,3000
莲龙楼-莲前西路,思明,1500
龙山安置房-莲前东路,思明,4300
龙山居-莲前西路,思明,2700
山木清华-莲前,思明,3950
山木清华-莲前,思明,5200
山木清华-莲前,思明,5500
龙山山庄-莲前西路,思明,3900
金鸡亭-金鸡亭,思明,3400
龙山居-槟榔东里,思明,4000
莲前水务宿舍-莲前西路,思明,1500
卧龙晓城三期-莲前,思明,4000
金鸡亭花园-金鸡亭,思明,3500
金沙花园-莲前,思明,4200
山木清华-莲前,思明,6000
卧龙晓城-槟榔东里,思明,4000
墩仔家园-莲前,思明,3500
文屏山庄-文屏路,思明,700
1房1厅1厨2卫出租啦（新装修）-中山路,思明,2000
瑞景都市新巢小区-会展路,思明,2600
老虎城-中山路,思明,2900
老虎城-中山路,思明,3000
老虎城-中山路,思明,3100
鑫阳公寓-金榜路,思明,3900
岭兜二里-软件园,思明,4460
湖滨南路财政局宿舍-湖滨南路,思明,3500
海悦合居-会展路,思明,2000
万寿北路-将军祠,思明,2000
中山路名汇广场-中山路,思明,3000
金林花园-金鸡亭,思明,5500
明发商城-莲前西路,思明,4000
长青路-松柏,思明,700
造纸厂宿舍-火车站,思明,3500
侨福城-瑞景,思明,1300
罗宾森广场玛瑙阁-厦禾路,思明,1300
绿泉新村-凤屿路,思明,3000
岭兜小区-前埔北区,思明,4480
侨福城二期-前埔北区,思明,1600
洪山柄北区-莲前西路,思明,4000
一代风华-松柏,思明,1800
软件园二期-软件园,思明,2700
元利花园-火车站,思明,1500
莲花大厦-嘉禾路,思明,2900
信和中央广场-嘉禾路,思明,7200
万科金域蓝湾-莲前东路,思明,6000
嘉隆商业城-禾祥东路,思明,1600
嘉盛豪园（莲前）-莲前西路,思明,1850
嘉隆商业城-禾祥东路,思明,1300
嘉盛豪园-瑞景,思明,1850
东方瑞士-禾祥东路,思明,1550
嘉盛豪园-瑞景,思明,1600
嘉盛豪园-瑞景,思明,1700
鸿运大厦-禾祥东路,思明,1800
嘉隆商业城-禾祥东路,思明,1300
禹洲世贸国际-火车站,思明,2950
嘉隆商业城-禾祥东路,思明,1600
罗宾森-火车站,思明,1900
恒达大厦-大学路,思明,2400
嘉隆商业城-禾祥东路,思明,1250
嘉隆商业城-禾祥东路,思明,1600
岭兜小区-前埔北区,思明,3150
思明区光彩街-中山路,思明,3900
富山花园-湖滨南路,思明,2900
前埔古楼北里-前埔南区,思明,750
观音山公寓-观音山,思明,4300
思北轮渡鹭江道-鹭江道,思明,950
厦门一中附近坑内路小区-坑内路,思明,2600
其他-软件园,思明,2100
岭兜佳园小区-前埔南区,思明,1800
岭兜佳园-前埔北区,思明,1800
西林社区-莲前西路,思明,1300
岭兜佳园-前埔北区,思明,1800
莲花路口磐基酒店旁莲坂新村三区一房一厅带超大露台房东自租-湖明路,思明,1700
岭兜佳园小区-前埔南区,思明,1800
阳台山公安局宿舍-万寿路,思明,2800
将军祠【五交化宿舍】-将军祠,思明,3000
文屏大厦-文灶,思明,4100
阳台山公安局宿舍-万寿路,思明,2800
建达花园-文屏路,思明,2900
万寿路-万寿路,思明,2600
建达花园-文灶,思明,3100
电业小区-育青路,思明,2000
万寿路-万寿路,思明,2600
万寿新城-将军祠,思明,3000
华美宿舍-文灶,思明,2700
万寿阁-万寿路,思明,3300
新莲岳里-松柏,思明,3600
湖滨名宫-湖滨南路,思明,6000
厦门大学城-演武路,思明,2700
嘉华里-长青路,思明,1200
古楼南里（前埔南区小学对面）-前埔南区,思明,900
厦门大学城-演武路,思明,2700
嘉华里-长青路,思明,1200
嘉华里-长青路,思明,1200
罗宾森璀璨新城1期-火车站,思明,5000
罗宾森广场三期-火车站,思明,4200
罗宾森广场三期-火车站,思明,3000
罗宾森广场三期-火车站,思明,4200
罗宾森广场三期-火车站,思明,3800
罗宾森广场三期-火车站,思明,6700
罗宾森璀璨新城2期-火车站,思明,6000
罗宾森璀璨新城1期-火车站,思明,4000
罗宾森璀璨新城2期-火车站,思明,3900
罗宾森广场三期-火车站,思明,8000
罗宾森广场三期-火车站,思明,4950
罗宾森广场三期-火车站,思明,4800
罗宾森璀璨新城1期-火车站,思明,4500
银龙广场-禾祥东路,思明,2600
罗宾森广场三期-火车站,思明,3000
罗宾森广场三期-火车站,思明,3900
罗宾森广场三期-火车站,思明,14500
罗宾森广场三期-火车站,思明,4200
银龙广场-禾祥东路,思明,2600
罗宾森广场三期-火车站,思明,8800
罗宾森广场三期-火车站,思明,3600
罗宾森广场三期-火车站,思明,4000
罗宾森广场三期-火车站,思明,4900
罗宾森广场三期-火车站,思明,3600
罗宾森广场三期-火车站,思明,4200
罗宾森广场三期-火车站,思明,4200
罗宾森广场三期-火车站,思明,4900
罗宾森广场三期-火车站,思明,9000
罗宾森璀璨新城1期-火车站,思明,5800
罗宾森广场二期-厦禾路,思明,3800
罗宾森广场三期-火车站,思明,9580
紫荆园-金榜路,思明,2300
罗宾森广场二期-厦禾路,思明,5300
罗宾森广场三期-火车站,思明,6666
罗宾森广场三期-火车站,思明,16880
罗宾森璀璨新城2期-火车站,思明,3300
汇丰家园-文灶,思明,2900
罗宾森广场二期-厦禾路,思明,3600
假日双星-文灶,思明,6500
厦门厦禾路990号小区-火车站,思明,750
后河路71号小区-厦禾路,思明,3500
墩仔家园-莲前,思明,1200
东芳山庄小区-瑞景,思明,750
东芳山庄小区-莲前西路,思明,750
建发花园二期-东浦路,思明,1350
免中介费裕发广场-富山,思明,2400
龙山居-莲前西路,思明,700
文兴东三里-前埔南区,思明,3400
岭兜小区-前埔北区,思明,4300
华尔顿-软件园,思明,12000
虎仔山庄-软件园,思明,2600
岭兜小区-前埔北区,思明,4200
岭兜二里-软件园,思明,3900
岭兜二里-软件园,思明,3900
华林东盛花园-前埔北区,思明,4300
岭兜佳园-软件园,思明,4300
岭兜二里-软件园,思明,4000
华林东盛花园-前埔北区,思明,3700
岭兜佳园-软件园,思明,3800
北区二里-莲前,思明,5500
岭兜小区-软件园,思明,2300
建群花园-莲花五村,思明,1000
时代中心-观音山,思明,3500
故宫新城-故宫路,思明,2500
瑞成大厦-禾祥西路,思明,2300
育秀里-育秀路,思明,3400
城立方-火车站,思明,4400
吉大吉小区-曾厝,思明,4500
岭兜二里-软件园,思明,1800
思北路口小学路95号国贸宿舍-思明北路,思明,1500
莲前西路107―-113号小区-莲前西路,思明,2600
台湾山庄福德堡-仙岳路,思明,1700
明发园-前埔北区,思明,1500
明发园-前埔北区,思明,2000
明发园-前埔北区,思明,1500
明发园-前埔北区,思明,1900
岭兜佳园小区-前埔南区,思明,1800
百源双玺-厦禾路,思明,4900
明发园-前埔北区,思明,1900
岭兜二里-软件园,思明,1300
明发园-前埔北区,思明,1500
明发园-前埔北区,思明,1600
岭兜佳园小区-前埔南区,思明,3600
富华广场-禾祥西路,思明,2100
定安小区对面-中山路,思明,1250
明发园-前埔北区,思明,1600
官邸大厦-火车站,思明,1750
鑫塔水尚-观音山,思明,11000
明发园-前埔北区,思明,2100
岭兜佳园-前埔北区,思明,1500
明发城-前埔北区,思明,1850
明发城-前埔北区,思明,1700
明发城-前埔北区,思明,1700
明发园-前埔北区,思明,1900
明发园-前埔北区,思明,4000
明发园-前埔北区,思明,2800
水晶国际-观音山,思明,4000
明发城-前埔北区,思明,1850
岭兜佳园小区-前埔南区,思明,1800
明发园-前埔北区,思明,1600
明发园-前埔北区,思明,1700
明发园-前埔北区,思明,2800
明发园-前埔北区,思明,1500
明发园-前埔北区,思明,1500
明发园-前埔北区,思明,2150
水晶国际-观音山,思明,4000
明发园-前埔北区,思明,1500
明发园-前埔北区,思明,1500
明发城-前埔北区,思明,2000
明发园-前埔北区,思明,2100
明发园-前埔北区,思明,2000
香榭园-莲前西路,思明,1750
明发园-前埔北区,思明,2750
明发园-前埔北区,思明,1600
明发园-前埔北区,思明,2100
岭兜佳园-前埔北区,思明,1500
明发园-前埔北区,思明,1500
明发园-前埔北区,思明,1500
金鸡亭花园-莲前西路,思明,2900
怡富花园-莲前西路,思明,1500
金鸡亭花园-莲前西路,思明,3300
卧龙晓城-莲前西路,思明,2300
卧龙晓城-莲前西路,思明,5500
墩仔家园-莲前西路,思明,1250
怡富花园-莲前西路,思明,2300
山木清华-莲前西路,思明,5000
益友花园-莲前,思明,2500
卧龙晓城-莲前西路,思明,700
墩仔家园-莲前西路,思明,2200
水务集团旁-莲前,思明,2500
金鸡亭东里-莲前西路,思明,3800
金鸡亭东里-莲前西路,思明,3200
墩仔家园-莲前西路,思明,1800
金鸡亭东里-莲前,思明,3200
一布家园-莲前西路,思明,2500
卧龙晓城-莲前,思明,2200
怡富花园-莲前西路,思明,4000
怡富花园-莲前西路,思明,1500
玉成豪园-莲前西路,思明,1450
龙山桥旁-莲前西路,思明,2600
水务集团旁-莲前西路,思明,2500
卧龙晓城-莲前西路,思明,2200
龙山居-莲前西路,思明,2100
墩仔家园-莲前西路,思明,2300
墩仔家园-莲前西路,思明,3100
广顺花园-莲前西路,思明,2700
玉成豪园-莲前,思明,1450
金鸡亭-莲前,思明,2900
卧龙晓城-莲前西路,思明,1000
卧龙晓城-莲前,思明,2200
云顶学校旁-莲前西路,思明,3000
龙山居-莲前西路,思明,3800
云顶学校旁-莲前,思明,3000
龙山居-莲前,思明,3800
福满山庄-莲前东路,思明,9300
墩仔家园-莲前西路,思明,3300
广顺花园-莲前西路,思明,1450
岭兜小区-前埔北区,思明,3600
白鹭苑-禾祥西路,思明,5500
锦绣广场-松柏,思明,3500
新景花园-软件园,思明,4700
其他-禾祥西路,思明,2000
豆仔尾路-禾祥西路,思明,1800
豆仔尾路燃料宿舍-禾祥西路,思明,4500
金丰花园-禾祥西路,思明,8000
森景华庭-火车站,思明,1100
山木清华-莲前,思明,5200
山木清华-莲前,思明,4000
龙山山庄-莲前西路,思明,3900
卧龙晓城-槟榔东里,思明,3900
山木清华-莲前,思明,5000
山木清华-莲前,思明,5200
金磊花园-金鸡亭,思明,4000
云顶山庄花园-莲前,思明,5000
莲前西路水务宿舍-富山,思明,2900
云顶山庄花园-莲前,思明,3000
山木清华-莲前,思明,4900
墩仔家园-莲前,思明,2900
源昌君悦山-莲前西路,思明,5800
广顺花园-莲前西路,思明,3100
源昌君悦山-莲前西路,思明,7500
明发园-前埔北区,思明,1700
龙山居-莲前西路,思明,2800
莲前西路水务宿舍-富山,思明,2500
浦南花园-莲前,思明,4400
龙山二期安置房-莲前西路,思明,4300
龙山山庄-莲前西路,思明,3800
卧龙晓城-莲前西路,思明,4300
明发园-前埔北区,思明,1500
金鸡亭花园小区-金鸡亭,思明,3500
卧龙晓城-莲前西路,思明,3900
山木清华-莲前西路,思明,4100
山木清华-莲前西路,思明,5000
创冠大厦-公园附近,思明,5500
富山花园-富山,思明,2900
怡富花园-莲前西路,思明,1400
岭兜小区-前埔北区,思明,4500
岭兜小区-前埔北区,思明,4500
宝达大厦-嘉禾路,思明,5900
金鸡亭花园-金鸡亭,思明,3200
龙山山庄-莲前西路,思明,3500
皓辉花园-禾祥东路,思明,2400
岳阳西里-岳阳小区,思明,3200
湖滨南路社区-湖滨南路,思明,1450
湖滨南路社区-湖滨南路,思明,2800
莲岳里-松柏,思明,1450
莲花路口航空宾馆附近-莲花一村,思明,1100
莲前西路龙山小区-莲前西路,思明,800
明发园-前埔北区,思明,1900
明发城-前埔北区,思明,2000
明发园-前埔北区,思明,1500
莲坂BRT旁单身公寓出租（莲富大厦）-莲前西路,思明,1200
中信惠扬-湖滨北路,思明,6200
岭兜小区中区-前埔南区,思明,3300
浦南花园-莲前,思明,2480
石亭小区-湖滨北路,思明,4800
石亭小区-湖滨北路,思明,4800
假日双星-文灶,思明,2600
新景花园-软件园,思明,4500
新景花园-软件园,思明,4500
明发园-前埔北区,思明,1600
明发园-前埔北区,思明,1850
明发园-前埔北区,思明,1800
明发城-前埔北区,思明,2050
明发城-前埔北区,思明,2050
明发城-前埔北区,思明,2050
明发城-前埔北区,思明,2050
明发园-前埔北区,思明,1800
华瑞花园-莲前东路,思明,4500
明发建群雅苑-莲前东路,思明,5000
福满山庄-瑞景,思明,4800
侨福城二期-莲前东路,思明,4000
福满山庄-瑞景,思明,3800
侨福城一期-前埔北区,思明,3500
瑞景侨福城一期-莲前东路,思明,4000
瑞丽花园-莲前东路,思明,6500
瑞景公园-瑞景,思明,9000
潘宅南小区-莲前东路,思明,3500
联丰新城-瑞景,思明,5600
侨福城二期-莲前东路,思明,3200
福满山庄-瑞景,思明,4380
前埔北区一里-前埔北区,思明,4100
福满山庄-瑞景,思明,4380
侨福城二期-莲前东路,思明,4880
侨福城二期-莲前东路,思明,4480
侨福城二期-莲前东路,思明,3580
明发园-前埔北区,思明,3800
明发园-前埔北区,思明,1800
明发城-前埔北区,思明,2600
水晶国际-观音山,思明,4200
明发园-前埔北区,思明,2100
湖滨南路社区-湖滨南路,思明,2800
明发园-前埔北区,思明,3800
官邸大厦-火车站,思明,4000
怡富花园-莲前西路,思明,3900
怡富花园-莲前西路,思明,3200
山木清华-莲前西路,思明,3200
源昌君悦山-富山,思明,8000
山木清华-莲前西路,思明,4300
山木清华-莲前,思明,6000
卧龙晓城-莲前西路,思明,4500
华孚花园-莲前,思明,1800
华孚花园-莲前,思明,1800
华孚花园-莲前,思明,1800
卧龙晓城-莲前西路,思明,4200
卧龙晓城-莲前西路,思明,4500
卧龙晓城-莲前西路,思明,4100
卧龙晓城-莲前西路,思明,3300
金鸡亭，明发商城-莲前西路,思明,4600
山木清华-莲前,思明,5200
云顶花园-莲前,思明,42000
卧龙晓城-莲前西路,思明,4000
龙山居-莲前西路,思明,3500
墩仔家园-金鸡亭,思明,2400
厦港新村-博物馆,思明,1300
时代中心-观音山,思明,3500
其他-大生里,思明,700
岭兜佳园-前埔北区,思明,1500
岭兜小区-前埔北区,思明,2800
明发园-前埔北区,思明,2100
水晶国际-观音山,思明,2200
卧龙晓城-莲前西路,思明,2200
莲坂西小区-长青路,思明,3600
厦港新村-博物馆,思明,1300
后浦-瑞景,思明,2380
明丰财富中心-前埔南区,思明,2000
金龙苑-富山,思明,1850
怡富花园东区-莲前西路,思明,1000
新景花园-软件园,思明,4500
岭兜小区中区-前埔南区,思明,3700
岭兜小区-前埔北区,思明,3850
信和上筑-嘉禾路,思明,5500
福满山庄-瑞景,思明,5500
福满山庄-瑞景,思明,5500
岭兜佳园-前埔北区,思明,1700
岭兜佳园-前埔北区,思明,1700
文灶公交车站-禾祥东路,思明,4000
软件园二期-软件园,思明,2200
软件园二期-软件园,思明,2200
明丰财富中心-前埔南区,思明,2800
明丰财富中心-前埔南区,思明,2800
大洲国际龙郡公寓-前埔南区,思明,3300
大洲国际龙郡公寓-前埔南区,思明,3300
宝华花园思明-湖滨北路,思明,4900
时代中心-观音山,思明,3500
南洋大厦-金榜路,思明,1700
明发园-前埔北区,思明,1600
其他-禾祥西路,思明,1300
明发园-前埔北区,思明,2100
水晶国际-观音山,思明,2900
广顺花园-莲前西路,思明,2680
小学路国贸宿舍-鹭江道,思明,2800
明发园-前埔北区,思明,2100
明发园-前埔北区,思明,1700
碧湖豪庭-富山,思明,2900
同亨大厦-莲花二村,思明,4900
演武小学正对面两分钟距离的两房一厅房子出租-厦大,思明,3700
侨福城三期-瑞景,思明,4300
侨福城小区-莲前东路,思明,3500
建兴小区-湖滨北路,思明,6500
西堤别墅-湖滨北路,思明,1800
前埔侨福城二期-莲前东路,思明,5000
湖滨南路社区-湖滨南路,思明,1450
海艺大厦-前埔北区,思明,2300
湖滨南路社区-湖滨南路,思明,1450
仙阁里花园-松柏,思明,3300
华天花园二期-嘉禾路,思明,3700
宝达大厦-嘉禾路,思明,5600
信和上筑-嘉禾路,思明,5000
宝达大厦-嘉禾路,思明,5000
永升花园-松柏,思明,6800
摩登大厦-嘉禾路,思明,3200
富宇大厦-火车站,思明,5800
